ID,ZONEID,TIMESTAMP,U10,V10,U100,V100,TARGETVAR
1770,3,20131212 18:00,1.8686978457,1.0894720094,4.2511931151,2.3493825017,0.3359186719
1771,3,20131212 19:00,1.9992704967,0.7303119656,4.4351896312,1.7556310851,0.3722888129
1772,3,20131212 20:00,2.4517924304,0.7506280893,4.7199461443,1.7049875819,0.2562938041
1773,3,20131212 21:00,3.8409295291,1.2726799105,5.2320211046,1.9237151258,0.3131871661
1774,3,20131212 22:00,4.090771527,0.4832533901,5.4773497928,0.7100173772,0.2954330823
1775,3,20131212 23:00,4.6146212073,-0.302545251,6.1928918001,-0.3766350316,0.2005032343
1776,3,20131213 0:00,4.6793228791,0.0294056985,6.2955988501,0.0547079093,0.1797045422
1777,3,20131213 1:00,3.8002860037,0.7063159422,4.9533733257,0.9555124486,0.1455764469
1778,3,20131213 2:00,4.2613988504,0.9256915956,5.5876703832,1.247659958,0.1387449772
1779,3,20131213 3:00,4.7261367981,1.347037892,6.2602003062,1.8350629289,0.2298753635
1780,3,20131213 4:00,4.7246867577,2.2908971082,6.5480983896,3.2429652878,0.3758308091
1781,3,20131213 5:00,4.3842897742,3.2485352911,6.0059287189,4.606024336,0.593747386
1782,3,20131213 6:00,3.9594279374,3.1557085684,5.3808444,4.3511722534,0.6354496476
1783,3,20131213 7:00,3.4432135555,3.7144819269,4.7377952408,5.1321562488,0.6319193635
1784,3,20131213 8:00,2.6957177301,4.7497174484,3.8464627744,6.8561817485,0.5480183507
1785,3,20131213 9:00,1.7995927638,4.6296953967,2.6391333716,6.9161208272,0.5768003722
1786,3,20131213 10:00,1.1920258368,3.7855523865,1.866645234,6.1080532481,0.564714645
1787,3,20131213 11:00,1.3924939219,3.4729874059,2.414342548,6.2772146479,0.6567929889
1788,3,20131213 12:00,1.0992232513,3.3562287937,1.9297524939,6.2172755692,0.6409249149
1789,3,20131213 13:00,0.7294629497,2.9823836719,1.2926916148,5.8016979571,0.4708029702
1790,3,20131213 14:00,0.6507982581,3.3714581779,1.1006060135,6.3034102452,0.4768273807
1791,3,20131213 15:00,0.5322574555,3.5143243059,0.8209993949,6.1293649205,0.4645098444
1792,3,20131213 16:00,0.3259892088,3.1589720078,0.4621632236,6.0041588451,0.498693755
1793,3,20131213 17:00,0.4441675013,3.3482514972,0.7053795245,6.3553574467,0.452416471
1794,3,20131213 18:00,0.3462897744,3.2782688508,0.5432353239,6.0907375142,0.5581158886
1795,3,20131213 19:00,0.11210825,2.9424971895,0.1176067973,5.8474292542,0.4982908932
1796,3,20131213 20:00,-0.2061756175,3.0298848465,-0.4245628734,5.112620549,0.7374486196
1797,3,20131213 21:00,-0.3301540715,3.7032411909,-0.5162296232,5.0944168289,0.7262037458
1798,3,20131213 22:00,-0.1474489813,3.7659717497,-0.2393868262,5.0446895932,0.6874848707
1799,3,20131213 23:00,-0.0191204061,3.4925680428,-0.0827702687,4.5820487045,0.4688751095
1800,3,20131214 0:00,0.5271823141,3.5096104489,0.6100276793,4.5696168956,0.2804449915
1801,3,20131214 1:00,0.0127567931,3.996370059,-0.0887820855,5.1985681017,0.4169920302
1802,3,20131214 2:00,0.34343728,4.1891444313,0.3415863536,5.4576189362,0.3467238051
1803,3,20131214 3:00,0.4106425522,4.2147094914,0.4273519018,5.4994857377,0.3915102865
1804,3,20131214 4:00,0.3988052599,4.1159039887,0.4201619756,5.3738853331,0.3965457847
1805,3,20131214 5:00,0.3907864491,4.0665012374,0.4073228217,5.3237323938,0.4166251892
1806,3,20131214 6:00,0.404532982,4.1984722235,0.4407046218,5.5601053774,0.4014048207
1807,3,20131214 7:00,0.2945607185,4.1711797944,0.3128266489,5.6076416417,0.3993288711
1808,3,20131214 8:00,0.2216277242,4.242692868,0.2275746669,5.9656900172,0.4382210396
1809,3,20131214 9:00,0.1761877959,3.4729772739,0.1726230882,6.3987497455,0.4325301667
1810,3,20131214 10:00,0.298761048,3.3437700781,0.2912568703,7.2243107381,0.4573668903
1811,3,20131214 11:00,0.129220475,3.9939517425,-0.0584816822,8.0271938799,0.718778562
1812,3,20131214 12:00,-0.2224616595,3.8516165428,-0.7728522058,7.7005456055,0.8281266498
1813,3,20131214 13:00,-0.3152507569,3.3803902994,-1.0116604686,7.1196437343,0.6830786419
1814,3,20131214 14:00,-0.3102867311,2.9658217568,-1.0306624164,6.6826589934,0.4681922722
1815,3,20131214 15:00,-0.4160586651,2.625530078,-1.3049067439,6.2962633043,0.5331499824
1816,3,20131214 16:00,-0.4320962869,2.4351740222,-1.4024843136,6.1362100109,0.5629447774
1817,3,20131214 17:00,-0.3690913442,2.1401394094,-1.3357207133,5.7079475203,0.6064389715
1818,3,20131214 18:00,-0.2717200692,1.9794940991,-1.1112923029,5.4419188856,0.7269734495
1819,3,20131214 19:00,-0.1323454991,2.1539583608,-0.7086564363,5.9020175899,0.7202846503
1820,3,20131214 20:00,-0.1747306423,3.0635908381,-0.6778424669,6.2631187531,0.6175416304
1821,3,20131214 21:00,-0.3160144532,3.5489815067,-0.586427691,5.2539543912,0.5083384709
1822,3,20131214 22:00,-0.2006963157,3.2283818338,-0.3640535453,4.3791126843,0.2633557353
1823,3,20131214 23:00,-0.0510118458,2.8825625745,-0.1581135166,3.7724801747,0.1890962961
1824,3,20131215 0:00,0.2533211196,2.6068744936,0.23116963,3.3437815716,0.1537564783
1825,3,20131215 1:00,0.645306118,2.2110608483,0.6999116151,2.7640315023,0.1453608394
1826,3,20131215 2:00,0.704837196,2.6422858623,0.7818003552,3.3115530649,0.1394008006
1827,3,20131215 3:00,0.6662446351,2.9119633673,0.7187636992,3.6601846639,0.1748567476
1828,3,20131215 4:00,0.6095874713,3.2214612002,0.67634651,4.0905770331,0.1613734055
1829,3,20131215 5:00,0.4884725197,3.2081877576,0.5184603061,4.0960889951,0.218096623
1830,3,20131215 6:00,0.554161985,3.3988720919,0.6186120026,4.4139454727,0.1760824265
1831,3,20131215 7:00,0.6079452347,3.6475063342,0.696965977,4.8792469349,0.2054860631
1832,3,20131215 8:00,0.6448955589,3.8851333315,0.8330544587,5.8658881399,0.332228141
1833,3,20131215 9:00,0.6572123336,3.9871122199,0.8872542004,7.1437446727,0.4925662702
1834,3,20131215 10:00,0.3271227706,4.4212509165,0.3375981247,7.7969121744,0.4631774803
1835,3,20131215 11:00,-0.2316482435,4.2881927477,-0.6904295838,7.6669217363,0.4737845675
1836,3,20131215 12:00,-0.5067228793,3.8566439912,-1.2777898276,7.2934863081,0.496922528
1837,3,20131215 13:00,-0.5847291193,3.7808882455,-1.49812356,7.3784623896,0.4710235308
1838,3,20131215 14:00,-0.8240851085,3.4373974498,-1.993579894,7.0183475363,0.3487268362
1839,3,20131215 15:00,-0.9870770942,2.7096243029,-2.5591424156,6.0450269062,0.3875514801
1840,3,20131215 16:00,-0.8253167859,2.2010248307,-2.474897165,5.3959933761,0.4938621714
1841,3,20131215 17:00,-0.7144658133,2.1307727075,-2.2863763245,5.3179072472,0.4561920759
1842,3,20131215 18:00,-0.8088944196,2.1735067179,-2.4047909774,5.1621943196,0.2896085318
1843,3,20131215 19:00,-1.0248485367,1.8999443028,-2.8537062289,4.5425579203,0.2733101395
1844,3,20131215 20:00,-1.0560510327,2.2194781533,-2.5756379892,4.2325100556,0.3544276087
1845,3,20131215 21:00,-1.1603330589,2.3250182093,-1.8032916706,3.2624047367,0.4164320827
1846,3,20131215 22:00,-0.7054335118,2.4577526356,-1.0645256268,3.2279549739,0.4054045871
1847,3,20131215 23:00,-0.9328832853,2.0848012721,-1.2777898276,2.6583855632,0.2607661956
1848,3,20131216 0:00,-0.8450236255,0.8982849984,-1.139933963,1.0557826003,0.0892947966
1849,3,20131216 1:00,0.3170011475,1.9760504128,0.2849331317,2.4399206394,0.0712193294
1850,3,20131216 2:00,0.2155273674,2.4633143955,0.1573308587,3.067287078,0.0858837889
1851,3,20131216 3:00,0.1910758542,2.673022945,0.1198696409,3.3395226648,0.1012900448
1852,3,20131216 4:00,0.3940234144,3.2592979302,0.3920488013,4.1336216254,0.1005658022
1853,3,20131216 5:00,0.279101302,3.8134349179,0.2650318598,4.9267785943,0.1230893535
1854,3,20131216 6:00,-0.1451324534,3.8984869921,-0.2670344988,5.1132929409,0.1881501453
1855,3,20131216 7:00,-0.4479236928,3.6813120391,-0.6755959051,4.8971058574,0.1829863651
1856,3,20131216 8:00,-0.4047260194,3.6705993733,-0.6650599376,5.2263319389,0.1621759712
1857,3,20131216 9:00,-0.3460423875,2.5084374425,-0.8945098964,5.4354540851,0.2684321877
1858,3,20131216 10:00,-0.5000869211,2.252307341,-1.4119429668,5.5023354922,0.3269387787
1859,3,20131216 11:00,-0.4984568203,2.4834412222,-1.5811037783,5.5235303043,0.4629960919
1860,3,20131216 12:00,-0.4878611645,2.4535756084,-1.8626482431,5.3798765778,0.4872854651
1861,3,20131216 13:00,-0.8583015907,2.1877067197,-2.7599614749,4.8749690536,0.5437296082
1862,3,20131216 14:00,-1.236484996,1.9591698484,-3.5700603091,4.1849601703,0.5897629291
1863,3,20131216 15:00,-1.2189614115,2.0361062667,-3.609862853,4.1176077673,0.5326120854
1864,3,20131216 16:00,-1.1472369725,2.102005393,-3.6022535431,4.6220442957,0.5731638553
1865,3,20131216 17:00,-1.1390864681,2.1357665217,-3.6678106742,4.8156235797,0.5234607069
1866,3,20131216 18:00,-1.205105554,2.1506993286,-3.7690730285,4.6531300201,0.4603700934
1867,3,20131216 19:00,-1.2430053995,2.1679045192,-3.7421477782,4.2038000033,0.3603556849
1868,3,20131216 20:00,-0.9703710265,1.5053423682,-3.5764989559,3.8152284478,0.4083875384
1869,3,20131216 21:00,-1.1545724265,2.017277945,-3.0795524889,3.6536768799,0.3145618356
1870,3,20131216 22:00,-1.2116259575,1.9426139103,-1.9481066461,2.7309960591,0.185232916
1871,3,20131216 23:00,-1.4455454345,2.0279906108,-2.0394183644,2.599588224,0.1318396855
1872,3,20131217 0:00,-1.3220652925,2.067919638,-1.8474296233,2.5703864829,0.1405499551
1873,3,20131217 1:00,-1.0570283958,2.0783698557,-1.4997384019,2.5507261773,0.1131808629
1874,3,20131217 2:00,-0.7971593019,2.4484394847,-1.1769022182,3.0289754737,0.0781052655
1875,3,20131217 3:00,-0.5369637394,2.7468956396,-0.8567526047,3.419361588,0.1162889425
1876,3,20131217 4:00,-0.3064768295,3.3834154015,-0.5643642164,4.2922060134,0.1748599025
1877,3,20131217 5:00,-0.4151909102,3.7298805893,-0.6986927256,4.8004445396,0.2397599996
1878,3,20131217 6:00,-0.6398013833,4.1439584986,-0.9928721607,5.4596814685,0.283904613
1879,3,20131217 7:00,-0.97998178,4.2895858986,-1.4733204618,5.8579594854,0.3666402693
1880,3,20131217 8:00,-1.1794541624,3.9327187536,-1.9291418696,5.9421397796,0.4554804326
1881,3,20131217 9:00,-1.0449490535,2.8281109203,-2.5036201271,6.0757759966,0.4658773102
1882,3,20131217 10:00,-1.3554207975,2.3948293979,-3.648546787,5.7895629963,0.450851412
1883,3,20131217 11:00,-1.695927663,1.9999551018,-4.5548164622,4.8672626481,0.5972268155
1884,3,20131217 12:00,-1.7762389658,1.8999362832,-4.8525779908,4.5352766129,0.6414353514
1885,3,20131217 13:00,-1.8604678932,1.9631481766,-5.0831752649,4.4263683573,0.6348626952
1886,3,20131217 14:00,-1.9486144452,1.9211402727,-5.1825783617,3.892349616,0.6075341062
1887,3,20131217 15:00,-1.8026829314,1.9591474238,-4.8924287819,3.1378837293,0.6092877821
1888,3,20131217 16:00,-1.6084340485,2.0707684254,-4.4791447353,2.861667139,0.5968932739
1889,3,20131217 17:00,-1.8330445215,1.8907345518,-4.6506374654,2.4818035615,0.5934507547
1890,3,20131217 18:00,-2.1043400203,1.353433458,-4.7930256851,1.2248865438,0.5457646019
1891,3,20131217 19:00,-2.2930389352,0.8297349235,-4.5606373642,-0.272996566,0.354766549
1892,3,20131217 20:00,-2.0439433088,0.2080179467,-4.074368161,-1.2242338903,0.2531011015
1893,3,20131217 21:00,-2.1141340816,-0.1448484455,-3.5643675879,-1.3999602544,0.2314440284
1894,3,20131217 22:00,-1.774933091,-0.3708909757,-2.9039190845,-0.9464389195,0.0656301908
1895,3,20131217 23:00,-2.0152140622,-0.9089922201,-2.6845158528,-1.2331780466,0.0032741726
1896,3,20131218 0:00,-1.6580572925,-1.3126681722,-2.144515246,-1.6782813521,0.0033533937
1897,3,20131218 1:00,-1.7069500257,-1.4925257947,-2.1928200126,-1.9087006133,7.24693134633726E-05
1898,3,20131218 2:00,-1.2133521564,-1.327960566,-1.5522409466,-1.6618196194,0
1899,3,20131218 3:00,-0.8594974821,-1.213806458,-1.1105631431,-1.509892854,0
1900,3,20131218 4:00,-0.5084099997,-1.0759049626,-0.6640103086,-1.3487584058,0
1901,3,20131218 5:00,-0.2524447417,-0.9405031922,-0.3588333715,-1.1922277989,0
1902,3,20131218 6:00,-0.1382980725,-0.9392533297,-0.2306200577,-1.2117941248,0
1903,3,20131218 7:00,-0.1421029615,-1.0596567502,-0.2408576227,-1.389617498,0
1904,3,20131218 8:00,-0.0950606979,-1.0659060626,-0.2067324061,-1.4759395238,0.0006184648
1905,3,20131218 9:00,-0.0272644944,-0.1822532779,0.0238565575,-0.8377320129,0.1646084208
1906,3,20131218 10:00,-0.1109720517,0.6414061071,-0.5874723228,0.485296903,0.2123440895
1907,3,20131218 11:00,-1.0708417695,1.2413401053,-1.5639410208,0.1549712841,0.1967793919
1908,3,20131218 12:00,-1.8235179878,0.5726636698,-1.7545547307,-0.9487996861,0.1346862446
1909,3,20131218 13:00,-2.0736029629,-0.2659940651,-2.1479697279,-1.7700098918,0.119427178
1910,3,20131218 14:00,-2.2676523005,-0.8284321884,-2.8636242704,-2.4519538958,0.2422613135
1911,3,20131218 15:00,-2.4067036974,-0.9021740756,-3.698229568,-2.9543480861,0.2150272568
1912,3,20131218 16:00,-2.5367617204,-1.0134118378,-4.3519712175,-3.7013213496,0.2063255355
1913,3,20131218 17:00,-2.4703491129,-1.2258884622,-4.3085834421,-4.2929149666,0.1801132503
1914,3,20131218 18:00,-2.3945972325,-1.2896314495,-4.2393580027,-4.6007968587,0.1767504049
1915,3,20131218 19:00,-2.3479008679,-1.213806458,-4.0380192247,-4.608278101,0.1896314865
1916,3,20131218 20:00,-1.9508088189,-1.1454806416,-3.3053020739,-4.8971691474,0.3264026863
1917,3,20131218 21:00,-1.8812831204,-1.9149793184,-2.4282840071,-5.2833163429,0.3553566531
1918,3,20131218 22:00,-1.0822564364,-2.4115913502,-1.275339189,-4.7343082587,0.3544528091
1919,3,20131218 23:00,-0.2188925389,-3.0886002022,-0.0843691294,-4.3907465959,0.2836039333
1920,3,20131219 0:00,0.6638417024,-3.501054826,1.0217753917,-4.7544500647,0.2123827998
1921,3,20131219 1:00,1.6810626476,-4.0461605626,2.2734648968,-5.6685535633,0.2495811625
1922,3,20131219 2:00,3.6655609833,-3.7525104624,5.0988172002,-5.2937234182,0.3283215499
1923,3,20131219 3:00,4.626140301,-2.1044380294,6.4696707027,-2.90620622,0.223082605
1924,3,20131219 4:00,4.3020157654,-0.8018363026,6.0485398598,-1.1013236586,0.219824183
1925,3,20131219 5:00,3.9280931206,-0.7805765668,5.5594472119,-1.07506879,0.1792184136
1926,3,20131219 6:00,3.603094934,-0.4656667308,5.2597182257,-0.6639287203,0.1251018403
1927,3,20131219 7:00,2.6499416502,0.0857576656,4.4308165528,0.1281862509,0.0902598552
1928,3,20131219 8:00,1.2468580811,0.6677429322,2.7491975318,1.5425974689,0.0275252856
1929,3,20131219 9:00,-0.0963803918,2.0704425816,-0.2678419139,4.3239376959,0.1539945868
1930,3,20131219 10:00,-0.9875044518,1.6585352011,-2.0029009868,3.9725693483,0.5040934022
1931,3,20131219 11:00,-1.5112582499,1.9380121442,-3.2877857103,3.5536086794,0.5703118889
1932,3,20131219 12:00,-2.1363555685,1.7236431419,-5.5084522103,2.5346963328,0.5296489534
1933,3,20131219 13:00,-2.7854782907,-0.0267417695,-5.6391479891,-1.0817721607,0.5610137623
1934,3,20131219 14:00,-2.5233829789,-0.6702916875,-3.8558766956,-3.0514459185,0.5781408281
1935,3,20131219 15:00,-2.1529549382,-1.3076408493,-2.1330158955,-4.0189657565,0.4412125324
1936,3,20131219 16:00,-1.8602818401,-1.4555731774,-1.1077801193,-4.5703179967,0.4736333182
1937,3,20131219 17:00,-1.6322589188,-1.5237814963,-0.1057791482,-4.2234185629,0.6322074362
1938,3,20131219 18:00,-1.5025217395,-2.3808145943,0.0702245007,-5.1652421465,0.590846366
1939,3,20131219 19:00,-0.7752072493,-2.8994635648,0.5442145252,-6.6042323904,0.4758785269
1940,3,20131219 20:00,0.0700501312,-2.8658023165,1.4701215095,-6.6427767719,0.4518740787
1941,3,20131219 21:00,1.0262611937,-0.2809727763,2.4401746236,-2.5498103444,0.3468435366
1942,3,20131219 22:00,1.045044691,1.0132136384,1.4939371848,1.0493411082,0.1201838287
1943,3,20131219 23:00,1.4434295649,1.7666055246,1.843621002,2.1509283601,0.0739790158
1944,3,20131220 0:00,0.8978344909,2.4172420212,1.1343785755,2.9949944543,0.0485823479
1945,3,20131220 1:00,2.3410597839,0.1928928472,2.9634540353,0.0700295364,0.028295891
1946,3,20131220 2:00,2.6152516095,2.4831953018,3.3546979601,3.0970602974,0.1462043647
1947,3,20131220 3:00,1.9637718318,4.5122608695,2.4845668887,5.9745630328,0.4467913241
1948,3,20131220 4:00,0.1694605249,4.9291081764,0.19381366,6.5441067723,0.6101691102
1949,3,20131220 5:00,-0.0253253481,6.4352284235,-0.3102780732,8.7298904302,0.8483932919
1950,3,20131220 6:00,-1.7147857009,7.0175886317,-2.5792637043,9.8179195592,0.9080017815
1951,3,20131220 7:00,-2.730392223,6.335732064,-4.0474308774,8.9207514059,0.9287986889
1952,3,20131220 8:00,-3.3121176003,6.273487896,-5.0321282518,9.2398660946,0.8898493425
1953,3,20131220 9:00,-3.1559379364,6.0561048547,-5.1083148433,9.2501993321,0.9053892857
1954,3,20131220 10:00,-3.3520399301,6.7804006278,-5.421653682,10.6330296496,0.9274109591
1955,3,20131220 11:00,-3.3757301039,6.4267405824,-5.7086422711,10.1686417979,0.940841638
1956,3,20131220 12:00,-3.4836520064,5.1931743437,-5.6771365377,8.2472674535,0.9489897181
1957,3,20131220 13:00,-3.3634463101,4.4165368838,-5.6725538856,7.0285532616,0.9284502884
1958,3,20131220 14:00,-3.1756797479,3.9157542594,-5.8747634104,6.8407314734,0.9085162713
1959,3,20131220 15:00,-3.3937170876,4.1529422632,-6.1319647607,7.0358473116,0.831585814
1960,3,20131220 16:00,-3.4551360566,4.5047161218,-5.973290431,7.3020801376,0.6842687622
1961,3,20131220 17:00,-2.4662906566,5.030019176,-4.7961216676,8.2904239162,0.7923308699
1962,3,20131220 18:00,-2.6198380789,5.9584946821,-4.6580692725,9.6507642461,0.6800367348
1963,3,20131220 19:00,-2.8992943876,5.3874515954,-5.8094606177,9.2082585445,0.5232261989
1964,3,20131220 20:00,-3.7069538292,5.3129472124,-7.1699354659,9.6003137334,0.3825326479
1965,3,20131220 21:00,-4.2509504113,4.0878688149,-8.5000502439,7.560411076,0.431342757
1966,3,20131220 22:00,-4.1842669593,3.3343371446,-7.7043872695,5.9259360326,0.4887780638
1967,3,20131220 23:00,-3.7644244359,2.619472306,-5.5207535341,3.7571718248,0.3283048973
1968,3,20131221 0:00,-3.4709295057,1.9112091216,-4.8975128457,2.6028884081,0.274288699
1969,3,20131221 1:00,-3.5161965767,1.1511850075,-5.1367889047,1.510389294,0.4069485058
1970,3,20131221 2:00,-1.8529189586,1.3516168091,-2.5466213853,1.6550654852,0.0921827663
1971,3,20131221 3:00,-1.8642471746,1.8284086949,-2.5460062897,2.2914006,0.0219212921
1972,3,20131221 4:00,-0.6570533807,3.1380536669,-1.1743431293,4.285050521,0.0650850951
1973,3,20131221 5:00,0.3339192482,4.3533777911,0.249603156,6.0097588085,0.0584017144
1974,3,20131221 6:00,-0.9954222654,4.5203256918,-1.4468304746,6.353139644,0.1412147823
1975,3,20131221 7:00,-1.2441504848,4.2203853957,-2.2095490033,6.192855233,0.2674045603
1976,3,20131221 8:00,-1.8918289177,3.7888675169,-2.8935352967,5.7756355115,0.3133244495
1977,3,20131221 9:00,-2.992635988,1.9019789562,-5.9185753966,4.0083047776,0.4375944776
1978,3,20131221 10:00,-2.6124019575,0.3088998364,-6.1289380876,0.922679787,0.6166872951
1979,3,20131221 11:00,-2.3735243606,-0.3640794128,-5.7125183747,-1.0475578042,0.6451357781
1980,3,20131221 12:00,-1.7012193713,-1.1610905769,-4.1175755161,-3.2279060466,0.7273038214
1981,3,20131221 13:00,-1.4076708192,-0.9408513972,-1.5624684451,-3.4974479962,0.4475731834
1982,3,20131221 14:00,-1.5559226886,-0.7856936026,-0.9055463575,-3.0598175257,0.2718058386
1983,3,20131221 15:00,-1.1889869985,-1.2917249511,-1.1343619161,-4.2460422303,0.0157325928
1984,3,20131221 16:00,-1.0215264151,-1.4100976151,-0.5131153726,-4.4687595204,0.0005707521
1985,3,20131221 17:00,-0.4861450794,-1.3803865481,1.0627595228,-4.1265793172,0.0002718725
1986,3,20131221 18:00,-0.7846189427,-1.1309079056,1.1636351992,-3.4025980451,0.0021065614
1987,3,20131221 19:00,-0.9126770359,-1.5350727385,0.5147093543,-4.0203233594,0.0024594555
1988,3,20131221 20:00,-1.3278807765,-1.8463315363,-1.7783669964,-5.5619352224,0.007801029
1989,3,20131221 21:00,-1.0003475766,-3.0894803106,-1.0488636295,-6.2384915189,0.0492057632
1990,3,20131221 22:00,-1.0589587808,-2.725401838,-0.5690890711,-5.5907503974,0.2304924779
1991,3,20131221 23:00,-0.0211956949,-3.1583345296,0.3849241853,-4.7046837658,0.194141241
1992,3,20131222 0:00,2.4990860854,-4.3213105832,3.5858816232,-5.9407347105,0.3369147896
1993,3,20131222 1:00,3.1883456655,-4.7978438348,4.700674811,-6.7983617672,0.4413754803
1994,3,20131222 2:00,3.3422034763,-4.4209853023,4.9224556985,-6.1051537319,0.3172981121
1995,3,20131222 3:00,4.3900651683,-4.8755617423,6.166746568,-6.6921494753,0.4226828901
1996,3,20131222 4:00,5.3479264696,-4.1956522498,7.5200840972,-5.7337249478,0.4387814372
1997,3,20131222 5:00,4.3150648427,-3.323647552,6.3426962507,-4.6646888028,0.6106034773
1998,3,20131222 6:00,6.2577875626,-2.5195849242,8.9287351493,-3.6295903131,0.7183968571
1999,3,20131222 7:00,5.7662139999,-1.9643173588,8.5441744657,-2.8710208675,0.782785608
2000,3,20131222 8:00,4.7676382361,-1.3327982615,7.5780315974,-2.0357774596,0.7235016594
2001,3,20131222 9:00,3.6824906679,-0.9867336168,6.9706364355,-1.7322239863,0.6127464989
2002,3,20131222 10:00,3.8509199706,-0.9402983891,7.4305288695,-1.7215399096,0.4884058191
2003,3,20131222 11:00,4.2357787842,-0.7579790212,7.896742849,-1.3306283974,0.2388903633
2004,3,20131222 12:00,4.1513498463,-0.5952113282,7.7281683027,-1.0176477976,0.1276945299
2005,3,20131222 13:00,4.2516359959,0.3183406787,7.4394843922,0.5478836764,0.2757182831
2006,3,20131222 14:00,3.8582057165,2.1698842859,6.5028420696,3.5758767081,0.4491382514
2007,3,20131222 15:00,3.9966348889,4.2086351798,6.3037133868,6.7075681312,0.4970688179
2008,3,20131222 16:00,3.3734893264,4.1240741861,5.2733014729,6.6472345216,0.1455458379
2009,3,20131222 17:00,2.507342709,3.8263999367,3.848846557,5.9678529386,0.2799156477
2010,3,20131222 18:00,1.7860538633,3.7706776634,2.677780256,5.8365016427,0.3650639388
2011,3,20131222 19:00,1.6523389971,3.5174834742,2.3353632089,5.4141663755,0.348530583
2012,3,20131222 20:00,1.8177682867,3.3772002072,2.536072278,5.0333104649,0.384461863
2013,3,20131222 21:00,1.9733403907,3.3967518821,2.7567995745,4.945952426,0.3694053463
2014,3,20131222 22:00,2.2077699799,3.5429006515,3.0186169167,5.0289111392,0.3978965947
2015,3,20131222 23:00,2.7027721289,3.4558956985,3.6560394197,4.8152296052,0.3604650659
2016,3,20131223 0:00,3.1716313072,3.3107245128,4.2734436954,4.5569263391,0.3099395447
2017,3,20131223 1:00,2.9515212811,3.8220463961,3.9331925331,5.2598395053,0.2638063072
2018,3,20131223 2:00,3.5848885578,4.142300035,4.8305976036,5.6892376339,0.4584642832
2019,3,20131223 3:00,3.5900730103,4.3386433043,4.7991190666,5.9161885469,0.6115244214
2020,3,20131223 4:00,3.4915684134,4.7832628656,4.7052169903,6.548033891,0.6591736706
2021,3,20131223 5:00,3.2258652243,4.888951122,4.3696237743,6.721310038,0.5422919219
2022,3,20131223 6:00,3.0932296486,4.9850727689,4.1241978929,6.8257424632,0.8121248906
2023,3,20131223 7:00,2.3959207914,4.7067299903,3.270009119,6.5217799293,0.7687666336
2024,3,20131223 8:00,2.270197819,4.2880769403,3.1179517794,5.9389419804,0.7399332967
2025,3,20131223 9:00,1.8213106427,3.8370796394,2.7572824408,5.8712651014,0.632877668
2026,3,20131223 10:00,1.0060554919,2.7733637834,2.0103341063,5.958778307,0.4603637948
2027,3,20131223 11:00,0.8552743325,2.7865748154,1.7686429666,6.1378886676,0.364258672
2028,3,20131223 12:00,0.7139980027,2.9569515735,1.550427346,6.3735909013,0.4847944954
2029,3,20131223 13:00,0.4089793824,3.1118395354,0.9245913486,6.5136120301,0.576450169
2030,3,20131223 14:00,0.2309798476,2.1920783734,0.587397529,5.5515501905,0.3151069331
2031,3,20131223 15:00,0.393426025,2.1570008055,0.6690283113,4.4307977381,0.2687796803
2032,3,20131223 16:00,0.7939249783,2.4726989161,1.107060156,3.9039682407,0.3499412662
2033,3,20131223 17:00,1.2255306464,2.1132677339,1.6710061486,3.3409666183,0.3508622089
2034,3,20131223 18:00,1.4972823634,2.1966339016,2.4750426772,3.52474435,0.2256172291
2035,3,20131223 19:00,1.1961520824,2.4080104144,2.2931074043,3.9284719382,0.35680514
2036,3,20131223 20:00,0.6898038912,1.4454272864,2.0679558349,4.1151667767,0.3919392571
2037,3,20131223 21:00,0.709245588,2.0950456207,1.0339659262,3.0259190784,0.2218897862
2038,3,20131223 22:00,0.146732495,1.4149052468,0.1829783593,1.8316555333,0.2614845844
2039,3,20131223 23:00,0.4180521743,0.3416227813,0.5052332122,0.4291105591,0.1907599368
2040,3,20131224 0:00,1.2328752874,0.5971879185,1.5162811364,0.7634110043,0.0808897075
2041,3,20131224 1:00,0.7639166625,0.850556577,0.8997682219,1.0585223688,0.0562591434
2042,3,20131224 2:00,0.7516482826,0.8923810139,0.8722459245,1.1069445102,0.0256973485
2043,3,20131224 3:00,0.7021366065,0.8655588207,0.8006879512,1.0666899589,0.0072802402
2044,3,20131224 4:00,0.7893297353,0.6918964845,0.9085753571,0.846748425,0.0009114929
2045,3,20131224 5:00,1.0701880043,0.5077780391,1.2669156696,0.5953033293,0.0002574686
2046,3,20131224 6:00,1.3931092902,0.6978064593,1.6841536986,0.8298298455,0
2047,3,20131224 7:00,1.1657061052,0.9851221568,1.4100316162,1.1921208071,0.0032030536
2048,3,20131224 8:00,0.6631406846,1.208791972,0.7682116402,1.4943216414,0.0004874799
2049,3,20131224 9:00,0.3647561585,1.0237642997,0.6283983693,2.0753873383,0
2050,3,20131224 10:00,0.1851120238,2.2657682327,0.1120800696,2.8565589931,0.0073396561
2051,3,20131224 11:00,-1.3002382602,1.9288996696,-1.4269668024,2.6430348514,0.0059991988
2052,3,20131224 12:00,-2.1498235701,1.1933351148,-2.789320525,1.7055121859,0.0081881322
2053,3,20131224 13:00,-2.3097506656,-0.0891294148,-3.2968316895,-0.1812011311,0
2054,3,20131224 14:00,-2.3277150791,-0.9247089276,-3.7102165969,-1.8823934725,0.0010406773
